Node ID,Species ID ,Stage ID,Stage,Species.StageID,WorkingName,OrganismalGroup,NodeType,Resolution,ResolutionNotes,Feeding,LifestyleStage,LifestyleSpecies,ConsumerStrategyStage,System,HabitatAffiliation,Mobility,Residency,NativeStatus,BodySize(g),BodySizeEstimation,BodySizeNotes,BodySizeN,Biomass(kg/ha),BiomassEstimation,BiomassNotes,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Order,Suborder,Infraorder,Superfamily,Family,Genus,Specific epithet,Subspecies,Node notes,
7,7,1,Adult,7.1,Zooplankton,Zooplankton,Common Name Group,Assemblage,This includes all unaccounted for holoplanktonic and meroplanktonic (e.g. larvae of benthic invertebrates) organisms.,Feeding,Freeliving,Freeliving,predator,,,Intermediate,resident,,,,,,,,,Animalia,,,,,,,,,,,,,,,
105,88,3,Cercariae,88.3,Cerc. microphall. No. 4,Trematode,Lifecycle Stage,Species,,Non-Feeding,Freeliving,Infectious,non-feeding,,,Intermediate,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Cercaria,microphallidarum no. 4,,,
97,86,3,Cercariae,86.3,Cryptocotyle concavum,Trematode,Lifecycle Stage,Species,,Non-Feeding,Freeliving,Infectious,non-feeding,,,Intermediate,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Cryptocotyle,concavum,,,
101,87,3,Cercariae,87.3,Cryptocotyle lingua,Trematode,Lifecycle Stage,Species,,Non-Feeding,Freeliving,Infectious,non-feeding,,,Intermediate,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Cryptocotyle,lingua,,,
85,83,3,Cercariae,83.3,Himasthla continua,Trematode,Lifecycle Stage,Species,,Non-Feeding,Freeliving,Infectious,non-feeding,,,Intermediate,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Himasthla,continua,,,
89,84,3,Cercariae,84.3,Himasthla interrupta,Trematode,Lifecycle Stage,Species,,Non-Feeding,Freeliving,Infectious,non-feeding,,,Intermediate,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Himasthla,interrupta,,,
93,85,3,Cercariae,85.3,Himasthla militaris,Trematode,Lifecycle Stage,Species,,Non-Feeding,Freeliving,Infectious,non-feeding,,,Intermediate,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Himasthla,militaris,,,
123,93,3,Cercariae,93.3,Levinseniella sp.,Trematode,Lifecycle Stage,Species,,Non-Feeding,Freeliving,Infectious,non-feeding,,,Intermediate,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Levinseniella,sp.,,,
109,89,3,Cercariae,89.3,Maritrema subdolum,Trematode,Lifecycle Stage,Species,,Non-Feeding,Freeliving,Infectious,non-feeding,,,Intermediate,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Maritrema,subdolum,,,
116,91,3,Cercariae,91.3,Microphallus papillorobustum,Trematode,Lifecycle Stage,Species,,Non-Feeding,Freeliving,Infectious,non-feeding,,,Intermediate,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Microphallus,papillorobustum,,,
119,92,3,Cercariae,92.3,Microphallus pygmaeus,Trematode,Lifecycle Stage,Species,,Non-Feeding,Freeliving,Infectious,non-feeding,,,Intermediate,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Microphallus,pygmaeus,,,
127,94,3,Cercariae,94.3,Podocotyle atomon,Trematode,Lifecycle Stage,Species,,Non-Feeding,Freeliving,Infectious,non-feeding,,,Intermediate,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Podocotyle,atomon,,,
131,95,3,Cercariae,95.3,Psilochasmus oxyurus,Trematode,Lifecycle Stage,Species,,Non-Feeding,Freeliving,Infectious,non-feeding,,,Intermediate,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Psilochasmus,oxyurus,,,
179,122,4,Cystacanth,122.4,Echinorhynchus sp.,Acanthocephalan,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,trophically transmitted parasite,,,,,,,,,,,,,Animalia,Acanthocephala,,,,,,,,,,Echinorhynchus,sp.,,,
162,112,2,Larvae,112.2,Anisakis simplex / sp.,Nematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,trophically transmitted parasite,,,,,,,,,,,,,Animalia,Nematoda,,,,,,,,,,Anisakis,simplex,,,
164,113,2,Larvae,113.2,Ascarophis arctica,Nematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,trophically transmitted parasite,,,,,,,,,,,,,Animalia,Nematoda,,,,,,,,,,Ascarophis,arctica,,,
172,116,3,Larvae,116.3,Capillaria sp.,Nematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,trophically transmitted parasite,,,,,,,,,,,,,Animalia,Nematoda,,,,,,,,,,Capillaria,sp.,,,
166,114,2,Larvae,114.2,Contracaecum sp. / osculatum,Nematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,trophically transmitted parasite,,,,,,,,,,,,,Animalia,Nematoda,,,,,,,,,,Contracaecum,sp.,,,
167,114,3,Larvae,114.3,Contracaecum sp. / osculatum,Nematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,trophically transmitted parasite,,,,,,,,,,,,,Animalia,Nematoda,,,,,,,,,,Contracaecum,sp.,,,
176,119,3,Larvae,119.3,Cosmocephalus obvelatus,Nematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,trophically transmitted parasite,,,,,,,,,,,,,Animalia,Nematoda,,,,,,,,,,Cosmocephalus,obvelatus,,,
173,117,3,Larvae,117.3,Cucullanus cirratus,Nematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,trophically transmitted parasite,,,,,,,,,,,,,Animalia,Nematoda,,,,,,,,,,Cucullanus ,cirratus,,,
169,115,2,Larvae,115.2,Hysterothylacium sp. / aduncum,Nematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,trophically transmitted parasite,,,,,,,,,,,,,Animalia,Nematoda,,,,,,,,,,Hysterothylacium,sp.,,,
170,115,3,Larvae,115.3,Hysterothylacium sp. / aduncum,Nematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,trophically transmitted parasite,,,,,,,,,,,,,Animalia,Nematoda,,,,,,,,,,Hysterothylacium,sp.,,,
161,111,2,Larvae,111.2,Nematoda sp.?,Nematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,trophically transmitted parasite,,,,,,,,,,,,,Animalia,Nematoda,,,,,,,,,,,,,,
134,96,4,Metacercariae,96.4,Acanthostomum balthicum,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,trophically transmitted parasite,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Acanthostomum,balthicum,,,
138,98,4,Metacercariae,98.4,Aphalloides timmi,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,trophically transmitted parasite,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Aphalloides,timmi,,,
136,97,4,Metacercariae,97.4,Asymphylodora demeli,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,trophically transmitted parasite,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Asymphylodora,demeli,,,
141,99,4,Metacercariae,99.4,Bunocotyle cingulata,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,trophically transmitted parasite,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Bunocotyle,cingulata,,,
106,88,4,Metacercariae,88.4,Cerc. microphall. No. 4,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,trophically transmitted parasite,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Cercaria,microphallidarum no. 4,,,
98,86,4,Metacercariae,86.4,Cryptocotyle concavum,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,trophically transmitted parasite,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Cryptocotyle,concavum,,,
102,87,4,Metacercariae,87.4,Cryptocotyle lingua,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,trophically transmitted parasite,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Cryptocotyle,lingua,,,
144,101,4,Metacercariae,101.4,Hemiurus communis,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,trophically transmitted parasite,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Hemiurus,communis,,,
146,102,4,Metacercariae,102.4,Hemiurus luehei,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,trophically transmitted parasite,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Hemiurus,luehei,,,
86,83,4,Metacercariae,83.4,Himasthla continua,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,trophically transmitted parasite,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Himasthla,continua,,,
90,84,4,Metacercariae,84.4,Himasthla interrupta,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,trophically transmitted parasite,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Himasthla,interrupta,,,
94,85,4,Metacercariae,85.4,Himasthla militaris,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,trophically transmitted parasite,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Himasthla,militaris,,,
148,103,4,Metacercariae,103.4,Lecithaster confusus,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,trophically transmitted parasite,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Lecithaster,confusus,,,
124,93,4,Metacercariae,93.4,Levinseniella sp.,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,trophically transmitted parasite,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Levinseniella,sp.,,,
110,89,4,Metacercariae,89.4,Maritrema subdolum,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,trophically transmitted parasite,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Maritrema,subdolum,,,
113,90,4,Metacercariae,90.4,Microphallus claviformis,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,trophically transmitted parasite,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Microphallus,claviformis,,,
120,92,4,Metacercariae,92.4,Microphallus pygmaeus,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,trophically transmitted parasite,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Microphallus,pygmaeus,,,
128,94,4,Metacercariae,94.4,Podocotyle atomon,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,trophically transmitted parasite,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Podocotyle,atomon,,,
132,95,4,Metacercariae,95.4,Psilochasmus oxyurus,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,trophically transmitted parasite,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Psilochasmus,oxyurus,,,
152,106,4,Metacercariae,106.4,Strigeidae sp.,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,trophically transmitted parasite,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,Strigidae,,,,,
154,107,4,Metacercariae,107.4,Tylodelphis clavata,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,trophically transmitted parasite,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Tylodelphis,clavata,,,
140,99,2,Parthinitae,99.2,Bunocotyle cingulata,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,parasitic castrator,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Bunocotyle,cingulata,,,
104,88,2,Parthinitae,88.2,Cerc. microphall. No. 4,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,parasitic castrator,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Cercaria,microphallidarum no. 4,,,
96,86,2,Parthinitae,86.2,Cryptocotyle concavum,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,parasitic castrator,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Cryptocotyle,concavum,,,
100,87,2,Parthinitae,87.2,Cryptocotyle lingua,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,parasitic castrator,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Cryptocotyle,lingua,,,
84,83,2,Parthinitae,83.2,Himasthla continua,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,parasitic castrator,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Himasthla,continua,,,
88,84,2,Parthinitae,84.2,Himasthla interrupta,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,parasitic castrator,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Himasthla,interrupta,,,
92,85,2,Parthinitae,85.2,Himasthla militaris,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,parasitic castrator,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Himasthla,militaris,,,
122,93,2,Parthinitae,93.2,Levinseniella sp.,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,parasitic castrator,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Levinseniella,sp.,,,
108,89,2,Parthinitae,89.2,Maritrema subdolum,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,parasitic castrator,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Maritrema,subdolum,,,
112,90,2,Parthinitae,90.2,Microphallus claviformis,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,parasitic castrator,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Microphallus,claviformis,,,
115,91,2,Parthinitae,91.2,Microphallus papillorobustum,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,parasitic castrator,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Microphallus,papillorobustum,,,
118,92,2,Parthinitae,92.2,Microphallus pygmaeus,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,parasitic castrator,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Microphallus,pygmaeus,,,
126,94,2,Parthinitae,94.2,Podocotyle atomon,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,parasitic castrator,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Podocotyle,atomon,,,
130,95,2,Parthinitae,95.2,Psilochasmus oxyurus,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,parasitic castrator,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Psilochasmus,oxyurus,,,
156,108,3,Plerocercoid,108.3,Bothriocephalus scorpii /sp.,Cestode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,trophically transmitted parasite,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Cestoda,,,,,,,Bothriocephalus,scorpii,,,
155,108,2,Procercoid,108.2,Bothriocephalus scorpii /sp.,Cestode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,trophically transmitted parasite,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Cestoda,,,,,,,Bothriocephalus,scorpii,,,
158,109,2,Procercoid,109.2,Caryophyllidea sp.,Cestode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,trophically transmitted parasite,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Cestoda,,,,,,Caryophyllidea,,,,,
160,110,2,Procercoid,110.2,Proteocephalus gobiorum /sp.,Cestode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,trophically transmitted parasite,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Cestoda,,,,,,,Protecocephalus,gobiorum,,,
